date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:11:45	2356/2356	---MC-	200	added ('OK')	text/xml	date:Tue,%2008%20Oct%202024%2002:11:44%20GMT	https://www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.utelvt.edu.ec%2Fsite%2F&format=xml	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-json/oembed/1.0/embed502b	(from https://www.utelvt.edu.ec/site/)
21:11:46	33829/33829	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Dec%202021%2019:23:43%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2020/12/cropped-cropped-cabecera-1200x138-1.png	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2020/12/cropped-cropped-cabecera-1200x138-1.png	(from https://www.utelvt.edu.ec/site/)
21:11:52	149429/149429	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:11:47%20GMT	https://www.utelvt.edu.ec/site/informacion-general/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/informacion-general/index.html	(from https://www.utelvt.edu.ec/site/)
21:11:52	162019/162019	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:11:47%20GMT	https://www.utelvt.edu.ec/site/gobierno-institucional/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/gobierno-institucional/index.html	(from https://www.utelvt.edu.ec/site/)
21:11:52	153793/153793	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:11:47%20GMT	https://www.utelvt.edu.ec/site/nuestros-campus/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/nuestros-campus/index.html	(from https://www.utelvt.edu.ec/site/)
21:11:59	145502/145502	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:11:53%20GMT	https://www.utelvt.edu.ec/site/autoridades/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/autoridades/index.html	(from https://www.utelvt.edu.ec/site/)
21:11:59	263090/263090	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:11:54%20GMT	https://www.utelvt.edu.ec/site/marco-legal/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/marco-legal/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:00	1693053/1693053	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2019:57:06%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2024/09/PARA-WEB.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2024/09/PARA-WEB.jpg	(from https://www.utelvt.edu.ec/site/)
21:12:01	130338/130338	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:00%20GMT	https://www.utelvt.edu.ec/site/course/relaciones-nacionales-e-internacionales/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/course/relaciones-nacionales-e-internacionales/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:01	409759/409759	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Feb%202023%2017:24:44%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2023/02/FOTO-PORTADA-PAGINA-WEB-scaled.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2023/02/FOTO-PORTADA-PAGINA-WEB-scaled.jpg	(from https://www.utelvt.edu.ec/site/)
21:12:06	141527/141527	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:01%20GMT	https://www.utelvt.edu.ec/site/nuestro-patrono/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/nuestro-patrono/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:06	1817228/1817228	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2016:14:25%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2024/09/PUBLICIDAD-MAESTRIA-2-1-Recuperado.png	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2024/09/PUBLICIDAD-MAESTRIA-2-1-Recuperado.png	(from https://www.utelvt.edu.ec/site/)
21:12:07	178827/178827	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:02%20GMT	https://www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/facultades/facultad-de-ingenierias/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:07	533711/533711	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2015:21:38%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2021/05/Foto-de-PANORAMICA-1.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2021/05/Foto-de-PANORAMICA-1.jpg	(from https://www.utelvt.edu.ec/site/)
21:12:08	44504/44504	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Dec%202020%2016:46:54%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2020/12/BOTON-NOTICIAS-276x276.png	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2020/12/BOTON-NOTICIAS-276x276.png	(from https://www.utelvt.edu.ec/site/)
21:12:09	10685/10685	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Apr%202024%2015:48:10%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2024/04/ICONO-RELACIONES-276x276.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2024/04/ICONO-RELACIONES-276x276.jpg	(from https://www.utelvt.edu.ec/site/)
21:12:09	178414/178414	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:07%20GMT	https://www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/facultades/ciencias-sociales-y-de-servicios/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:09	178930/178930	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:08%20GMT	https://www.utelvt.edu.ec/site/facultades/ciencias-administrativas-y-economicas/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/facultades/ciencias-administrativas-y-economicas/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:10	171343/171343	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:08%20GMT	https://www.utelvt.edu.ec/site/facultades/ciencias-agropecuarias/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/facultades/ciencias-agropecuarias/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:10	8923/8923	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Jul%202023%2017:40:27%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2023/07/3394878-276x276.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2023/07/3394878-276x276.jpg	(from https://www.utelvt.edu.ec/site/)
21:12:11	47029/47029	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Dec%202020%2016:46:58%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2020/12/Radio-Universitaria-276x276.png	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2020/12/Radio-Universitaria-276x276.png	(from https://www.utelvt.edu.ec/site/)
21:12:11	185107/185107	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:10%20GMT	https://www.utelvt.edu.ec/site/facultades/facultad-de-pedagogia/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/facultades/facultad-de-pedagogia/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:12	184234/184234	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:10%20GMT	https://www.utelvt.edu.ec/site/ano-2024/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/ano-2024/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:12	213936/213936	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:11%20GMT	https://www.utelvt.edu.ec/site/ano-2023/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/ano-2023/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:13	23866/23866	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20May%202021%2014:33:00%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2021/05/FOTO-DE-CONSULTORIO-JURIDICO-150x150.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2021/05/FOTO-DE-CONSULTORIO-JURIDICO-150x150.jpg	(from https://www.utelvt.edu.ec/site/)
21:12:14	36530/36530	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Sep%202021%2016:33:48%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2021/09/imagen-boton-plan-de-mejoramiento-150x150.png	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2021/09/imagen-boton-plan-de-mejoramiento-150x150.png	(from https://www.utelvt.edu.ec/site/)
21:12:14	218931/218931	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:12%20GMT	https://www.utelvt.edu.ec/site/ano-2022/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/ano-2022/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:14	214709/214709	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:13%20GMT	https://www.utelvt.edu.ec/site/transparencia/ano-2021/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/transparencia/ano-2021/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:15	239025/239025	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:14%20GMT	https://www.utelvt.edu.ec/site/transparencia/ano-2020/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/transparencia/ano-2020/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:16	37606/37606	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Sep%202021%2016:47:38%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2021/09/boton-informacion-complexivo-150x150.png	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2021/09/boton-informacion-complexivo-150x150.png	(from https://www.utelvt.edu.ec/site/)
21:12:16	201589/201589	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:15%20GMT	https://www.utelvt.edu.ec/site/transparencia/ano-2019/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/transparencia/ano-2019/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:17	6472/6472	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Jan%202022%2018:15:44%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/01/boton-informacion-cientifica-150x150.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/01/boton-informacion-cientifica-150x150.jpg	(from https://www.utelvt.edu.ec/site/)
21:12:17	202800/202800	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:16%20GMT	https://www.utelvt.edu.ec/site/transparencia/ano-2018/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/transparencia/ano-2018/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:21	238249/238249	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:16%20GMT	https://www.utelvt.edu.ec/site/transparencia/ano-2017/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/transparencia/ano-2017/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:21	126112/126112	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:18%20GMT	https://www.utelvt.edu.ec/site/transparencia/ano-2015/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/transparencia/ano-2015/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:21	175648/175648	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:17%20GMT	https://www.utelvt.edu.ec/site/transparencia/ano-2016/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/transparencia/ano-2016/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:21	458006/458006	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20May%202024%2013:10:38%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2024/05/UTLVTE-BN.jpg	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2024/05/UTLVTE-BN.jpg	(from https://www.utelvt.edu.ec/site/)
21:12:22	23849/23849	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202024%2013:20:30%20GMT	https://www.utelvt.edu.ec/site/wp-content/uploads/2022/08/foto-girard-circular-125x125.png	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/uploads/2022/08/foto-girard-circular-125x125.png	(from https://www.utelvt.edu.ec/site/)
21:12:23	127945/127945	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:22%20GMT	https://www.utelvt.edu.ec/site/contactenos/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/contactenos/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:24	172734/172734	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:22%20GMT	https://www.utelvt.edu.ec/site/nuestros-ambientes/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/nuestros-ambientes/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:25	141576/141576	---MC-	200	added ('OK')	text/html	date:Tue,%2008%20Oct%202024%2002:12:23%20GMT	https://www.utelvt.edu.ec/site/evaluacion/	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/evaluacion/index.html	(from https://www.utelvt.edu.ec/site/)
21:12:26	9088/9088	---M--	200	added ('OK')	image/gif	date:Sat,%2025%20Feb%202023%2010:16:04%20GMT	https://www.utelvt.edu.ec/site/wp-content/plugins/page-views-count/ajax-loader-2x.gif	C:/My%20Web%20Sites/UTELVT/www.utelvt.edu.ec/site/wp-content/plugins/page-views-count/ajax-loader-2x.gif	(from https://www.utelvt.edu.ec/site/)
